account_amount,duration,credit_history,credit_purpose,credit_amount,savings_amount,employment_length,installment_rate,other_debtors,residence_length,property,age,installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,credit_score,person_id,sex,personal_status
A11,12,A34,A40,4843,A61,A75,3,A102,4,A122,43,A143,A151,2,A173,1,A192,A201,1,668,Male,single
A13,30,A34,A43,3017,A61,A75,4,A101,4,A122,47,A143,A152,1,A173,1,A191,A201,0,669,Male,single
A14,24,A34,A49,4139,A62,A73,3,A101,3,A122,27,A143,A152,2,A172,1,A192,A201,0,670,Male,single
A14,36,A32,A49,5742,A62,A74,2,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,0,671,Male,single
A14,60,A32,A40,10366,A61,A75,2,A101,4,A122,42,A143,A152,1,A174,1,A192,A201,0,672,Male,single
A14,6,A34,A40,2080,A63,A73,1,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,0,673,Male,married/previously_married
A14,21,A33,A49,2580,A63,A72,4,A101,2,A121,41,A141,A152,1,A172,2,A191,A201,1,674,Male,single
A14,30,A34,A43,4530,A61,A74,4,A101,4,A123,26,A143,A151,1,A174,1,A192,A201,0,675,Female,married/previously_married
A14,24,A34,A42,5150,A61,A75,4,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,0,676,Male,single
A12,72,A32,A43,5595,A62,A73,2,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1,677,Male,married/previously_married
A11,24,A32,A43,2384,A61,A75,4,A101,4,A121,64,A141,A151,1,A172,1,A191,A201,0,678,Male,single
A14,18,A32,A43,1453,A61,A72,3,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,0,679,Female,married/previously_married
A14,6,A32,A46,1538,A61,A72,1,A101,2,A124,56,A143,A152,1,A173,1,A191,A201,0,680,Female,married/previously_married
A14,12,A32,A43,2279,A65,A73,4,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,0,681,Male,single
A14,15,A33,A43,1478,A61,A73,4,A101,3,A121,33,A141,A152,2,A173,1,A191,A201,0,682,Male,married/previously_married
A14,24,A34,A43,5103,A61,A72,3,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,0,683,Male,married/previously_married
A12,36,A33,A49,9857,A62,A74,1,A101,3,A122,31,A143,A152,2,A172,2,A192,A201,0,684,Male,single
A14,60,A32,A40,6527,A65,A73,4,A101,4,A124,34,A143,A153,1,A173,2,A192,A201,0,685,Male,single
A13,10,A34,A43,1347,A65,A74,4,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,0,686,Male,single
A12,36,A33,A40,2862,A62,A75,4,A101,3,A124,30,A143,A153,1,A173,1,A191,A201,0,687,Male,single
A14,9,A32,A43,2753,A62,A75,3,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,0,688,Male,single
A11,12,A32,A40,3651,A64,A73,1,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,0,689,Male,single
A11,15,A34,A42,975,A61,A73,2,A101,3,A122,25,A143,A152,2,A173,1,A191,A201,0,690,Male,married/previously_married
A12,15,A32,A45,2631,A62,A73,3,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,0,691,Female,married/previously_married
A12,24,A32,A43,2896,A62,A72,2,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,0,692,Male,single
A11,6,A34,A40,4716,A65,A72,1,A101,3,A121,44,A143,A152,2,A172,2,A191,A201,0,693,Male,single
A14,24,A32,A43,2284,A61,A74,4,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,0,694,Male,single
A14,6,A32,A41,1236,A63,A73,2,A101,4,A122,50,A143,A151,1,A173,1,A191,A201,0,695,Male,single
A12,12,A32,A43,1103,A61,A74,4,A103,3,A121,29,A143,A152,2,A173,1,A191,A202,0,696,Male,single
A14,12,A34,A40,926,A61,A71,1,A101,2,A122,38,A143,A152,1,A171,1,A191,A201,0,697,Female,married/previously_married
A14,18,A34,A43,1800,A61,A73,4,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,0,698,Male,single
A13,15,A32,A46,1905,A61,A75,4,A101,4,A123,40,A143,A151,1,A174,1,A192,A201,0,699,Male,single
A14,12,A32,A42,1123,A63,A73,4,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,1,700,Female,married/previously_married
A11,48,A34,A41,6331,A61,A75,4,A101,4,A124,46,A143,A153,2,A173,1,A192,A201,1,701,Male,single
A13,24,A32,A43,1377,A62,A75,4,A101,2,A124,47,A143,A153,1,A173,1,A192,A201,0,702,Female,married/previously_married
A12,30,A33,A49,2503,A62,A75,4,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,0,703,Male,single
A12,27,A32,A49,2528,A61,A72,4,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,0,704,Female,married/previously_married
A14,15,A32,A40,5324,A63,A75,1,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,0,705,Female,married/previously_married
A12,48,A32,A40,6560,A62,A74,3,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,1,706,Male,single
A12,12,A30,A42,2969,A61,A72,4,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,1,707,Female,married/previously_married
A12,9,A32,A43,1206,A61,A75,4,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,0,708,Female,married/previously_married
A12,9,A32,A43,2118,A61,A73,2,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,0,709,Male,single
A14,18,A34,A43,629,A63,A75,4,A101,3,A122,32,A141,A152,2,A174,1,A192,A201,0,710,Male,single
A11,6,A31,A46,1198,A61,A75,4,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,1,711,Female,married/previously_married
A14,21,A32,A41,2476,A65,A75,4,A101,4,A121,46,A143,A152,1,A174,1,A192,A201,0,712,Male,single
A11,9,A34,A43,1138,A61,A73,4,A101,4,A121,25,A143,A152,2,A172,1,A191,A201,0,713,Male,single
A12,60,A32,A40,14027,A61,A74,4,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,1,714,Male,single
A14,30,A34,A41,7596,A65,A75,1,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,0,715,Male,single
A14,30,A34,A43,3077,A65,A75,3,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,0,716,Male,single
A14,18,A32,A43,1505,A61,A73,4,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,0,717,Male,single
A13,24,A34,A43,3148,A65,A73,3,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,0,718,Male,single
A12,20,A30,A41,6148,A62,A75,3,A101,4,A123,31,A141,A152,2,A173,1,A192,A201,0,719,Male,married/previously_married
A13,9,A30,A43,1337,A61,A72,4,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,1,720,Male,single
A12,6,A31,A46,433,A64,A72,4,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,1,721,Female,married/previously_married
A11,12,A32,A40,1228,A61,A73,4,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,1,722,Female,married/previously_married
A12,9,A32,A43,790,A63,A73,4,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,0,723,Female,married/previously_married
A14,27,A32,A40,2570,A61,A73,3,A101,3,A121,21,A143,A151,1,A173,1,A191,A201,1,724,Female,married/previously_married
A14,6,A34,A40,250,A64,A73,2,A101,2,A121,41,A141,A152,2,A172,1,A191,A201,0,725,Female,married/previously_married
A14,15,A34,A43,1316,A63,A73,2,A101,2,A122,47,A143,A152,2,A172,1,A191,A201,0,726,Male,married/previously_married
A11,18,A32,A43,1882,A61,A73,4,A101,4,A123,25,A141,A151,2,A173,1,A191,A201,1,727,Female,married/previously_married
A12,48,A31,A49,6416,A61,A75,4,A101,3,A124,59,A143,A151,1,A173,1,A191,A201,1,728,Female,married/previously_married
A13,24,A34,A49,1275,A64,A73,2,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,0,729,Male,married/previously_married
A12,24,A33,A43,6403,A61,A72,1,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,0,730,Male,single
A11,24,A32,A43,1987,A61,A73,2,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,1,731,Male,single
A12,8,A32,A43,760,A61,A74,4,A103,2,A121,44,A143,A152,1,A172,1,A191,A201,0,732,Female,married/previously_married
A14,24,A32,A41,2603,A64,A73,2,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,0,733,Female,married/previously_married
A14,4,A34,A40,3380,A61,A74,1,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,0,734,Female,married/previously_married
A12,36,A31,A44,3990,A65,A72,3,A101,2,A124,29,A141,A152,1,A171,1,A191,A201,0,735,Female,married/previously_married
A12,24,A32,A41,11560,A61,A73,1,A101,4,A123,23,A143,A151,2,A174,1,A191,A201,1,736,Female,married/previously_married
A11,18,A32,A40,4380,A62,A73,3,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,0,737,Male,single
A14,6,A34,A40,6761,A61,A74,1,A101,3,A124,45,A143,A152,2,A174,2,A192,A201,0,738,Male,single
A12,30,A30,A49,4280,A62,A73,4,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,1,739,Female,married/previously_married
A11,24,A31,A40,2325,A62,A74,2,A101,3,A123,32,A141,A152,1,A173,1,A191,A201,0,740,Male,single
A12,10,A31,A43,1048,A61,A73,4,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,0,741,Male,single
A14,21,A32,A43,3160,A65,A75,4,A101,3,A122,41,A143,A152,1,A173,1,A192,A201,0,742,Male,single
A11,24,A31,A42,2483,A63,A73,4,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,0,743,Male,single
A11,39,A34,A42,14179,A65,A74,4,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,0,744,Male,single
A11,13,A34,A49,1797,A61,A72,3,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,0,745,Male,single
A11,15,A32,A40,2511,A61,A71,1,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,0,746,Female,married/previously_married
A11,12,A32,A40,1274,A61,A72,3,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,1,747,Female,married/previously_married
A14,21,A32,A41,5248,A65,A73,1,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,0,748,Male,single
A14,15,A32,A41,3029,A61,A74,2,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,0,749,Male,single
A11,6,A32,A42,428,A61,A75,2,A101,1,A122,49,A141,A152,1,A173,1,A192,A201,0,750,Female,married/previously_married
A11,18,A32,A40,976,A61,A72,1,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,1,751,Female,married/previously_married
A12,12,A32,A49,841,A62,A74,2,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,0,752,Female,married/previously_married
A14,30,A34,A43,5771,A61,A74,4,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,0,753,Female,married/previously_married
A14,12,A33,A45,1555,A64,A75,4,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,1,754,Male,single
A11,24,A32,A40,1285,A65,A74,4,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,1,755,Female,married/previously_married
A13,6,A34,A40,1299,A61,A73,1,A101,1,A121,74,A143,A152,3,A171,2,A191,A202,0,756,Male,single
A13,15,A34,A43,1271,A65,A73,3,A101,4,A124,39,A143,A153,2,A173,1,A192,A201,1,757,Male,single
A14,24,A32,A40,1393,A61,A73,2,A103,2,A121,31,A143,A152,1,A173,1,A192,A201,0,758,Male,single
A11,12,A34,A40,691,A61,A75,4,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,1,759,Male,single
A14,15,A34,A40,5045,A65,A75,1,A101,4,A123,59,A143,A152,1,A173,1,A192,A201,0,760,Female,married/previously_married
A11,18,A34,A42,2124,A61,A73,4,A101,4,A121,24,A143,A151,2,A173,1,A191,A201,1,761,Female,married/previously_married
A11,12,A32,A43,2214,A61,A73,4,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,0,762,Male,single
A14,21,A34,A40,12680,A65,A75,4,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,1,763,Male,single
A14,24,A34,A40,2463,A62,A74,4,A101,3,A122,27,A143,A152,2,A173,1,A192,A201,0,764,Male,married/previously_married
A12,12,A32,A43,1155,A61,A75,3,A103,3,A121,40,A141,A152,2,A172,1,A191,A201,0,765,Male,married/previously_married
A11,30,A32,A42,3108,A61,A72,2,A101,4,A122,31,A143,A152,1,A172,1,A191,A201,1,766,Male,married/previously_married
A14,10,A32,A41,2901,A65,A72,1,A101,4,A121,31,A143,A151,1,A173,1,A191,A201,0,767,Female,married/previously_married
A12,12,A34,A42,3617,A61,A75,1,A101,4,A123,28,A143,A151,3,A173,1,A192,A201,0,768,Male,single
A14,12,A34,A43,1655,A61,A75,2,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,0,769,Male,single
A11,24,A32,A41,2812,A65,A75,2,A101,4,A121,26,A143,A151,1,A173,1,A191,A201,0,770,Female,married/previously_married
A11,36,A34,A46,8065,A61,A73,3,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,1,771,Female,married/previously_married
A14,21,A34,A41,3275,A61,A75,1,A101,4,A123,36,A143,A152,1,A174,1,A192,A201,0,772,Male,single
A14,24,A34,A43,2223,A62,A75,4,A101,4,A122,52,A141,A152,2,A173,1,A191,A201,0,773,Male,single
A13,12,A34,A40,1480,A63,A71,2,A101,4,A124,66,A141,A153,3,A171,1,A191,A201,0,774,Male,single
A11,24,A32,A40,1371,A65,A73,4,A101,4,A121,25,A143,A151,1,A173,1,A191,A201,1,775,Female,married/previously_married
A14,36,A34,A40,3535,A61,A74,4,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,0,776,Male,single
A11,18,A32,A43,3509,A61,A74,4,A103,1,A121,25,A143,A152,1,A173,1,A191,A201,0,777,Female,married/previously_married
A14,36,A34,A41,5711,A64,A75,4,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,0,778,Male,single
A12,18,A32,A45,3872,A61,A71,2,A101,4,A123,67,A143,A152,1,A173,1,A192,A201,0,779,Female,married/previously_married
A12,39,A34,A43,4933,A61,A74,2,A103,2,A121,25,A143,A152,2,A173,1,A191,A201,1,780,Male,single
A14,24,A34,A40,1940,A64,A75,4,A101,4,A121,60,A143,A152,1,A173,1,A192,A201,0,781,Male,single
A12,12,A30,A48,1410,A61,A73,2,A101,2,A121,31,A143,A152,1,A172,1,A192,A201,0,782,Male,single
A12,12,A32,A40,836,A62,A72,4,A101,2,A122,23,A141,A152,1,A172,1,A191,A201,1,783,Female,married/previously_married
A12,20,A32,A41,6468,A65,A71,1,A101,4,A121,60,A143,A152,1,A174,1,A192,A201,0,784,Male,married/previously_married
A12,18,A32,A49,1941,A64,A73,4,A101,2,A122,35,A143,A152,1,A172,1,A192,A201,0,785,Male,single
A14,22,A32,A43,2675,A63,A75,3,A101,4,A123,40,A143,A152,1,A173,1,A191,A201,0,786,Male,single
A14,48,A34,A41,2751,A65,A75,4,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,0,787,Male,single
A12,48,A33,A46,6224,A61,A75,4,A101,4,A124,50,A143,A153,1,A173,1,A191,A201,1,788,Male,single
A11,40,A34,A46,5998,A61,A73,4,A101,3,A124,27,A141,A152,1,A173,1,A192,A201,1,789,Male,single
A12,21,A32,A49,1188,A61,A75,2,A101,4,A122,39,A143,A152,1,A173,2,A191,A201,1,790,Female,married/previously_married
A14,24,A32,A41,6313,A65,A75,3,A101,4,A123,41,A143,A152,1,A174,2,A192,A201,0,791,Male,single
A14,6,A34,A42,1221,A65,A73,1,A101,2,A122,27,A143,A152,2,A173,1,A191,A201,0,792,Male,married/previously_married
A13,24,A32,A42,2892,A61,A75,3,A101,4,A124,51,A143,A153,1,A173,1,A191,A201,0,793,Male,married/previously_married
A14,24,A32,A42,3062,A63,A75,4,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,0,794,Male,single
A14,9,A32,A42,2301,A62,A72,2,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,0,795,Female,married/previously_married
A11,18,A32,A41,7511,A65,A75,1,A101,4,A122,51,A143,A153,1,A173,2,A192,A201,1,796,Male,single
A14,12,A34,A42,1258,A61,A72,2,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,0,797,Female,married/previously_married
A14,24,A33,A40,717,A65,A75,4,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,0,798,Male,married/previously_married
A12,9,A32,A40,1549,A65,A72,4,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,0,799,Male,single
A14,24,A34,A46,1597,A61,A75,4,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,0,800,Male,single
A12,18,A34,A43,1795,A61,A75,3,A103,4,A121,48,A141,A151,2,A172,1,A192,A201,0,801,Female,married/previously_married
A11,20,A34,A42,4272,A61,A75,1,A101,4,A122,24,A143,A152,2,A173,1,A191,A201,0,802,Female,married/previously_married
A14,12,A34,A43,976,A65,A75,4,A101,4,A123,35,A143,A152,2,A173,1,A191,A201,0,803,Male,single
A12,12,A32,A40,7472,A65,A71,1,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,0,804,Female,married/previously_married
A11,36,A32,A40,9271,A61,A74,2,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,1,805,Male,single
A12,6,A32,A43,590,A61,A72,3,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,0,806,Male,married/previously_married
A14,12,A34,A43,930,A65,A75,4,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,0,807,Male,single
A12,42,A31,A41,9283,A61,A71,1,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,0,808,Male,single
A12,15,A30,A40,1778,A61,A72,2,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,1,809,Female,married/previously_married
A12,8,A32,A49,907,A61,A72,3,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,0,810,Male,married/previously_married
A12,6,A32,A43,484,A61,A74,3,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,0,811,Male,married/previously_married
A11,36,A34,A41,9629,A61,A74,4,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,1,812,Male,single
A11,48,A32,A44,3051,A61,A73,3,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,1,813,Male,single
A11,48,A32,A40,3931,A61,A74,4,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,1,814,Male,single
A12,36,A33,A40,7432,A61,A73,2,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,0,815,Female,married/previously_married
A14,6,A32,A44,1338,A63,A73,1,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,0,816,Male,married/previously_married
A14,6,A34,A43,1554,A61,A74,1,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,0,817,Female,married/previously_married
A11,36,A32,A410,15857,A61,A71,2,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,0,818,Male,married/previously_married
A11,18,A32,A43,1345,A61,A73,4,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,1,819,Male,married/previously_married
A14,12,A32,A40,1101,A61,A73,3,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,0,820,Male,married/previously_married
A13,12,A32,A43,3016,A61,A73,3,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,0,821,Male,married/previously_married
A11,36,A32,A42,2712,A61,A75,2,A101,2,A122,41,A141,A152,1,A173,2,A191,A201,1,822,Male,single
A11,8,A34,A40,731,A61,A75,4,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,0,823,Male,single
A14,18,A34,A42,3780,A61,A72,3,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,0,824,Male,married/previously_married
A11,21,A34,A40,1602,A61,A75,4,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,0,825,Male,married/previously_married
A11,18,A34,A40,3966,A61,A75,1,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,1,826,Female,married/previously_married
A14,18,A30,A49,4165,A61,A73,2,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,1,827,Male,single
A11,36,A32,A41,8335,A65,A75,3,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,1,828,Male,single
A12,48,A33,A49,6681,A65,A73,4,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,0,829,Male,single
A14,24,A33,A49,2375,A63,A73,4,A101,2,A123,44,A143,A152,2,A173,2,A192,A201,0,830,Male,single
A11,18,A32,A40,1216,A61,A72,4,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,1,831,Female,married/previously_married
A11,45,A30,A49,11816,A61,A75,2,A101,4,A123,29,A143,A151,2,A173,1,A191,A201,1,832,Male,single
A12,24,A32,A43,5084,A65,A75,2,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,0,833,Female,married/previously_married
A13,15,A32,A43,2327,A61,A72,2,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,1,834,Female,married/previously_married
A11,12,A30,A40,1082,A61,A73,4,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,1,835,Male,single
A14,12,A32,A43,886,A65,A73,4,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,0,836,Female,married/previously_married
A14,4,A32,A42,601,A61,A72,1,A101,3,A121,23,A143,A151,1,A172,2,A191,A201,0,837,Female,married/previously_married
A11,24,A34,A41,2957,A61,A75,4,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,0,838,Male,single
A14,24,A34,A43,2611,A61,A75,4,A102,3,A121,46,A143,A152,2,A173,1,A191,A201,0,839,Male,married/previously_married
A11,36,A32,A42,5179,A61,A74,4,A101,2,A122,29,A143,A152,1,A173,1,A191,A201,1,840,Male,single
A14,21,A33,A41,2993,A61,A73,3,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,0,841,Male,single
A14,18,A32,A45,1943,A61,A72,4,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,1,842,Female,married/previously_married
A14,24,A31,A49,1559,A61,A74,4,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,0,843,Male,single
A14,18,A32,A42,3422,A61,A75,4,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,0,844,Male,single
A12,21,A32,A42,3976,A65,A74,2,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,0,845,Male,single
A14,18,A32,A40,6761,A65,A73,2,A101,4,A123,68,A143,A151,2,A173,1,A191,A201,1,846,Male,single
A14,24,A32,A40,1249,A61,A72,4,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,0,847,Male,married/previously_married
A11,9,A32,A43,1364,A61,A74,3,A101,4,A121,59,A143,A152,1,A173,1,A191,A201,0,848,Male,single
A11,12,A32,A43,709,A61,A75,4,A101,4,A121,57,A142,A152,1,A172,1,A191,A201,1,849,Male,single
A11,20,A34,A40,2235,A61,A73,4,A103,2,A122,33,A141,A151,2,A173,1,A191,A202,1,850,Male,married/previously_married
A14,24,A34,A41,4042,A65,A74,3,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,0,851,Male,single
A14,15,A34,A43,1471,A61,A73,4,A101,4,A124,35,A143,A153,2,A173,1,A192,A201,0,852,Male,single
A11,18,A31,A40,1442,A61,A74,4,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,1,853,Male,single
A14,36,A33,A40,10875,A61,A75,2,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,0,854,Male,single
A14,24,A32,A40,1474,A62,A72,4,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,0,855,Male,married/previously_married
A14,10,A32,A48,894,A65,A74,4,A101,3,A122,40,A143,A152,1,A173,1,A192,A201,0,856,Female,married/previously_married
A14,15,A34,A42,3343,A61,A73,4,A101,2,A124,28,A143,A153,1,A173,1,A192,A201,0,857,Male,single
A11,15,A32,A40,3959,A61,A73,3,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,1,858,Female,married/previously_married
A14,9,A32,A40,3577,A62,A73,1,A103,2,A121,26,A143,A151,1,A173,2,A191,A202,0,859,Male,single
A14,24,A34,A41,5804,A64,A73,4,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,0,860,Male,single
A14,18,A33,A49,2169,A61,A73,4,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,1,861,Male,married/previously_married
A11,24,A32,A43,2439,A61,A72,4,A101,4,A121,35,A143,A152,1,A173,1,A192,A201,1,862,Female,married/previously_married
A14,27,A34,A42,4526,A64,A72,4,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,0,863,Male,single
A14,10,A32,A42,2210,A61,A73,2,A101,2,A121,25,A141,A151,1,A172,1,A191,A201,1,864,Male,single
A14,15,A32,A42,2221,A63,A73,2,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,0,865,Female,married/previously_married
A11,18,A32,A43,2389,A61,A72,4,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,0,866,Female,married/previously_married
A14,12,A34,A42,3331,A61,A75,2,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,0,867,Male,single
A14,36,A32,A49,7409,A65,A75,3,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,0,868,Male,single
A11,12,A32,A42,652,A61,A75,4,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,0,869,Female,married/previously_married
A14,36,A33,A42,7678,A63,A74,2,A101,4,A123,40,A143,A152,2,A173,1,A192,A201,0,870,Female,married/previously_married
A13,6,A34,A40,1343,A61,A75,1,A101,4,A121,46,A143,A152,2,A173,2,A191,A202,0,871,Male,single
A11,24,A34,A49,1382,A62,A74,4,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,0,872,Male,single
A14,15,A32,A44,874,A65,A72,4,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,0,873,Female,married/previously_married
A11,12,A32,A42,3590,A61,A73,2,A102,2,A122,29,A143,A152,1,A172,2,A191,A201,0,874,Male,single
A12,11,A34,A40,1322,A64,A73,4,A101,4,A123,40,A143,A152,2,A173,1,A191,A201,0,875,Female,married/previously_married
A11,18,A31,A43,1940,A61,A72,3,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,0,876,Male,single
A14,36,A32,A43,3595,A61,A75,4,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,0,877,Male,single
A11,9,A32,A40,1422,A61,A72,3,A101,2,A124,27,A143,A153,1,A174,1,A192,A201,1,878,Male,single
A14,30,A34,A43,6742,A65,A74,2,A101,3,A122,36,A143,A152,2,A173,1,A191,A201,0,879,Male,single
A14,24,A32,A41,7814,A61,A74,3,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,0,880,Male,single
A14,24,A32,A41,9277,A65,A73,2,A101,4,A124,48,A143,A153,1,A173,1,A192,A201,0,881,Male,married/previously_married
A12,30,A34,A40,2181,A65,A75,4,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,0,882,Male,single
A14,18,A34,A43,1098,A61,A71,4,A101,4,A123,65,A143,A152,2,A171,1,A191,A201,0,883,Female,married/previously_married
A12,24,A32,A42,4057,A61,A74,3,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,1,884,Male,married/previously_married
A11,12,A32,A46,795,A61,A72,4,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,1,885,Female,married/previously_married
A12,24,A34,A49,2825,A65,A74,4,A101,3,A124,34,A143,A152,2,A173,2,A192,A201,0,886,Male,single
A12,48,A32,A49,15672,A61,A73,2,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,1,887,Male,single
A14,36,A34,A40,6614,A61,A75,4,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,0,888,Male,single
A14,28,A31,A41,7824,A65,A72,3,A103,4,A121,40,A141,A151,2,A173,2,A192,A201,0,889,Male,single
A11,27,A34,A49,2442,A61,A75,4,A101,4,A123,43,A142,A152,4,A174,2,A192,A201,0,890,Male,single
