account_amount,duration,credit_history,credit_purpose,credit_amount,savings_amount,employment_length,installment_rate,other_debtors,residence_length,property,age,installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,credit_score,person_id,sex,personal_status
A14,18,A32,A43,1453,A61,A72,3,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,1,679,female,married/previously_married
A14,6,A32,A46,1538,A61,A72,1,A101,2,A124,56,A143,A152,1,A173,1,A191,A201,1,680,female,married/previously_married
A14,12,A32,A43,2279,A65,A73,4,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,1,681,male,single
A14,15,A33,A43,1478,A61,A73,4,A101,3,A121,33,A141,A152,2,A173,1,A191,A201,1,682,male,married/previously_married
A14,24,A34,A43,5103,A61,A72,3,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,1,683,male,married/previously_married
A12,36,A33,A49,9857,A62,A74,1,A101,3,A122,31,A143,A152,2,A172,2,A192,A201,1,684,male,single
A14,60,A32,A40,6527,A65,A73,4,A101,4,A124,34,A143,A153,1,A173,2,A192,A201,1,685,male,single
A13,10,A34,A43,1347,A65,A74,4,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,1,686,male,single
A12,36,A33,A40,2862,A62,A75,4,A101,3,A124,30,A143,A153,1,A173,1,A191,A201,1,687,male,single
A14,9,A32,A43,2753,A62,A75,3,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,1,688,male,single
A11,12,A32,A40,3651,A64,A73,1,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,1,689,male,single
A11,15,A34,A42,975,A61,A73,2,A101,3,A122,25,A143,A152,2,A173,1,A191,A201,1,690,male,married/previously_married
A12,15,A32,A45,2631,A62,A73,3,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,1,691,female,married/previously_married
A12,24,A32,A43,2896,A62,A72,2,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,1,692,male,single
A11,6,A34,A40,4716,A65,A72,1,A101,3,A121,44,A143,A152,2,A172,2,A191,A201,1,693,male,single
A14,24,A32,A43,2284,A61,A74,4,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,1,694,male,single
A14,6,A32,A41,1236,A63,A73,2,A101,4,A122,50,A143,A151,1,A173,1,A191,A201,1,695,male,single
A12,12,A32,A43,1103,A61,A74,4,A103,3,A121,29,A143,A152,2,A173,1,A191,A202,1,696,male,single
A14,12,A34,A40,926,A61,A71,1,A101,2,A122,38,A143,A152,1,A171,1,A191,A201,1,697,female,married/previously_married
A14,18,A34,A43,1800,A61,A73,4,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,1,698,male,single
A13,15,A32,A46,1905,A61,A75,4,A101,4,A123,40,A143,A151,1,A174,1,A192,A201,1,699,male,single
A14,12,A32,A42,1123,A63,A73,4,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,0,700,female,married/previously_married
A11,48,A34,A41,6331,A61,A75,4,A101,4,A124,46,A143,A153,2,A173,1,A192,A201,0,701,male,single
A13,24,A32,A43,1377,A62,A75,4,A101,2,A124,47,A143,A153,1,A173,1,A192,A201,1,702,female,married/previously_married
A12,30,A33,A49,2503,A62,A75,4,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,1,703,male,single
A12,27,A32,A49,2528,A61,A72,4,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,1,704,female,married/previously_married
A14,15,A32,A40,5324,A63,A75,1,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,1,705,female,married/previously_married
A12,48,A32,A40,6560,A62,A74,3,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,0,706,male,single
A12,12,A30,A42,2969,A61,A72,4,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,0,707,female,married/previously_married
A12,9,A32,A43,1206,A61,A75,4,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,1,708,female,married/previously_married
A12,9,A32,A43,2118,A61,A73,2,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,1,709,male,single
A14,18,A34,A43,629,A63,A75,4,A101,3,A122,32,A141,A152,2,A174,1,A192,A201,1,710,male,single
A11,6,A31,A46,1198,A61,A75,4,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,0,711,female,married/previously_married
A14,21,A32,A41,2476,A65,A75,4,A101,4,A121,46,A143,A152,1,A174,1,A192,A201,1,712,male,single
A11,9,A34,A43,1138,A61,A73,4,A101,4,A121,25,A143,A152,2,A172,1,A191,A201,1,713,male,single
A12,60,A32,A40,14027,A61,A74,4,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,0,714,male,single
A14,30,A34,A41,7596,A65,A75,1,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,1,715,male,single
A14,30,A34,A43,3077,A65,A75,3,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,1,716,male,single
A14,18,A32,A43,1505,A61,A73,4,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,1,717,male,single
A13,24,A34,A43,3148,A65,A73,3,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,718,male,single
A12,20,A30,A41,6148,A62,A75,3,A101,4,A123,31,A141,A152,2,A173,1,A192,A201,1,719,male,married/previously_married
A13,9,A30,A43,1337,A61,A72,4,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,0,720,male,single
A12,6,A31,A46,433,A64,A72,4,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,0,721,female,married/previously_married
A11,12,A32,A40,1228,A61,A73,4,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,0,722,female,married/previously_married
A12,9,A32,A43,790,A63,A73,4,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,1,723,female,married/previously_married
A14,27,A32,A40,2570,A61,A73,3,A101,3,A121,21,A143,A151,1,A173,1,A191,A201,0,724,female,married/previously_married
A14,6,A34,A40,250,A64,A73,2,A101,2,A121,41,A141,A152,2,A172,1,A191,A201,1,725,female,married/previously_married
A14,15,A34,A43,1316,A63,A73,2,A101,2,A122,47,A143,A152,2,A172,1,A191,A201,1,726,male,married/previously_married
A11,18,A32,A43,1882,A61,A73,4,A101,4,A123,25,A141,A151,2,A173,1,A191,A201,0,727,female,married/previously_married
A12,48,A31,A49,6416,A61,A75,4,A101,3,A124,59,A143,A151,1,A173,1,A191,A201,0,728,female,married/previously_married
A13,24,A34,A49,1275,A64,A73,2,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,1,729,male,married/previously_married
A12,24,A33,A43,6403,A61,A72,1,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1,730,male,single
A11,24,A32,A43,1987,A61,A73,2,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,0,731,male,single
A12,8,A32,A43,760,A61,A74,4,A103,2,A121,44,A143,A152,1,A172,1,A191,A201,1,732,female,married/previously_married
A14,24,A32,A41,2603,A64,A73,2,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,1,733,female,married/previously_married
A14,4,A34,A40,3380,A61,A74,1,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,1,734,female,married/previously_married
A12,36,A31,A44,3990,A65,A72,3,A101,2,A124,29,A141,A152,1,A171,1,A191,A201,1,735,female,married/previously_married
A12,24,A32,A41,11560,A61,A73,1,A101,4,A123,23,A143,A151,2,A174,1,A191,A201,0,736,female,married/previously_married
A11,18,A32,A40,4380,A62,A73,3,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,1,737,male,single
A14,6,A34,A40,6761,A61,A74,1,A101,3,A124,45,A143,A152,2,A174,2,A192,A201,1,738,male,single
A12,30,A30,A49,4280,A62,A73,4,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,0,739,female,married/previously_married
A11,24,A31,A40,2325,A62,A74,2,A101,3,A123,32,A141,A152,1,A173,1,A191,A201,1,740,male,single
A12,10,A31,A43,1048,A61,A73,4,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,1,741,male,single
A14,21,A32,A43,3160,A65,A75,4,A101,3,A122,41,A143,A152,1,A173,1,A192,A201,1,742,male,single
A11,24,A31,A42,2483,A63,A73,4,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1,743,male,single
A11,39,A34,A42,14179,A65,A74,4,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,1,744,male,single
A11,13,A34,A49,1797,A61,A72,3,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,1,745,male,single
A11,15,A32,A40,2511,A61,A71,1,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,1,746,female,married/previously_married
A11,12,A32,A40,1274,A61,A72,3,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,0,747,female,married/previously_married
A14,21,A32,A41,5248,A65,A73,1,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,1,748,male,single
A14,15,A32,A41,3029,A61,A74,2,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1,749,male,single
A11,6,A32,A42,428,A61,A75,2,A101,1,A122,49,A141,A152,1,A173,1,A192,A201,1,750,female,married/previously_married
A11,18,A32,A40,976,A61,A72,1,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,0,751,female,married/previously_married
A12,12,A32,A49,841,A62,A74,2,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,1,752,female,married/previously_married
A14,30,A34,A43,5771,A61,A74,4,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,753,female,married/previously_married
A14,12,A33,A45,1555,A64,A75,4,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,0,754,male,single
A11,24,A32,A40,1285,A65,A74,4,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,0,755,female,married/previously_married
A13,6,A34,A40,1299,A61,A73,1,A101,1,A121,74,A143,A152,3,A171,2,A191,A202,1,756,male,single
A13,15,A34,A43,1271,A65,A73,3,A101,4,A124,39,A143,A153,2,A173,1,A192,A201,0,757,male,single
A14,24,A32,A40,1393,A61,A73,2,A103,2,A121,31,A143,A152,1,A173,1,A192,A201,1,758,male,single
A11,12,A34,A40,691,A61,A75,4,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,0,759,male,single
A14,15,A34,A40,5045,A65,A75,1,A101,4,A123,59,A143,A152,1,A173,1,A192,A201,1,760,female,married/previously_married
A11,18,A34,A42,2124,A61,A73,4,A101,4,A121,24,A143,A151,2,A173,1,A191,A201,0,761,female,married/previously_married
A11,12,A32,A43,2214,A61,A73,4,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,1,762,male,single
A14,21,A34,A40,12680,A65,A75,4,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,0,763,male,single
A14,24,A34,A40,2463,A62,A74,4,A101,3,A122,27,A143,A152,2,A173,1,A192,A201,1,764,male,married/previously_married
A12,12,A32,A43,1155,A61,A75,3,A103,3,A121,40,A141,A152,2,A172,1,A191,A201,1,765,male,married/previously_married
A11,30,A32,A42,3108,A61,A72,2,A101,4,A122,31,A143,A152,1,A172,1,A191,A201,0,766,male,married/previously_married
A14,10,A32,A41,2901,A65,A72,1,A101,4,A121,31,A143,A151,1,A173,1,A191,A201,1,767,female,married/previously_married
A12,12,A34,A42,3617,A61,A75,1,A101,4,A123,28,A143,A151,3,A173,1,A192,A201,1,768,male,single
A14,12,A34,A43,1655,A61,A75,2,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,1,769,male,single
A11,24,A32,A41,2812,A65,A75,2,A101,4,A121,26,A143,A151,1,A173,1,A191,A201,1,770,female,married/previously_married
A11,36,A34,A46,8065,A61,A73,3,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,0,771,female,married/previously_married
A14,21,A34,A41,3275,A61,A75,1,A101,4,A123,36,A143,A152,1,A174,1,A192,A201,1,772,male,single
A14,24,A34,A43,2223,A62,A75,4,A101,4,A122,52,A141,A152,2,A173,1,A191,A201,1,773,male,single
A13,12,A34,A40,1480,A63,A71,2,A101,4,A124,66,A141,A153,3,A171,1,A191,A201,1,774,male,single
A11,24,A32,A40,1371,A65,A73,4,A101,4,A121,25,A143,A151,1,A173,1,A191,A201,0,775,female,married/previously_married
A14,36,A34,A40,3535,A61,A74,4,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,1,776,male,single
A11,18,A32,A43,3509,A61,A74,4,A103,1,A121,25,A143,A152,1,A173,1,A191,A201,1,777,female,married/previously_married
A14,36,A34,A41,5711,A64,A75,4,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,1,778,male,single
A12,18,A32,A45,3872,A61,A71,2,A101,4,A123,67,A143,A152,1,A173,1,A192,A201,1,779,female,married/previously_married
A12,39,A34,A43,4933,A61,A74,2,A103,2,A121,25,A143,A152,2,A173,1,A191,A201,0,780,male,single
A14,24,A34,A40,1940,A64,A75,4,A101,4,A121,60,A143,A152,1,A173,1,A192,A201,1,781,male,single
A12,12,A30,A48,1410,A61,A73,2,A101,2,A121,31,A143,A152,1,A172,1,A192,A201,1,782,male,single
A12,12,A32,A40,836,A62,A72,4,A101,2,A122,23,A141,A152,1,A172,1,A191,A201,0,783,female,married/previously_married
A12,20,A32,A41,6468,A65,A71,1,A101,4,A121,60,A143,A152,1,A174,1,A192,A201,1,784,male,married/previously_married
A12,18,A32,A49,1941,A64,A73,4,A101,2,A122,35,A143,A152,1,A172,1,A192,A201,1,785,male,single
A14,22,A32,A43,2675,A63,A75,3,A101,4,A123,40,A143,A152,1,A173,1,A191,A201,1,786,male,single
A14,48,A34,A41,2751,A65,A75,4,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,1,787,male,single
A12,48,A33,A46,6224,A61,A75,4,A101,4,A124,50,A143,A153,1,A173,1,A191,A201,0,788,male,single
A11,40,A34,A46,5998,A61,A73,4,A101,3,A124,27,A141,A152,1,A173,1,A192,A201,0,789,male,single
A12,21,A32,A49,1188,A61,A75,2,A101,4,A122,39,A143,A152,1,A173,2,A191,A201,0,790,female,married/previously_married
A14,24,A32,A41,6313,A65,A75,3,A101,4,A123,41,A143,A152,1,A174,2,A192,A201,1,791,male,single
A14,6,A34,A42,1221,A65,A73,1,A101,2,A122,27,A143,A152,2,A173,1,A191,A201,1,792,male,married/previously_married
A13,24,A32,A42,2892,A61,A75,3,A101,4,A124,51,A143,A153,1,A173,1,A191,A201,1,793,male,married/previously_married
A14,24,A32,A42,3062,A63,A75,4,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,1,794,male,single
A14,9,A32,A42,2301,A62,A72,2,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,1,795,female,married/previously_married
A11,18,A32,A41,7511,A65,A75,1,A101,4,A122,51,A143,A153,1,A173,2,A192,A201,0,796,male,single
A14,12,A34,A42,1258,A61,A72,2,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,1,797,female,married/previously_married
A14,24,A33,A40,717,A65,A75,4,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,1,798,male,married/previously_married
A12,9,A32,A40,1549,A65,A72,4,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,1,799,male,single
A14,24,A34,A46,1597,A61,A75,4,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,1,800,male,single
A12,18,A34,A43,1795,A61,A75,3,A103,4,A121,48,A141,A151,2,A172,1,A192,A201,1,801,female,married/previously_married
A11,20,A34,A42,4272,A61,A75,1,A101,4,A122,24,A143,A152,2,A173,1,A191,A201,1,802,female,married/previously_married
A14,12,A34,A43,976,A65,A75,4,A101,4,A123,35,A143,A152,2,A173,1,A191,A201,1,803,male,single
A12,12,A32,A40,7472,A65,A71,1,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,1,804,female,married/previously_married
A11,36,A32,A40,9271,A61,A74,2,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,0,805,male,single
A12,6,A32,A43,590,A61,A72,3,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,1,806,male,married/previously_married
A14,12,A34,A43,930,A65,A75,4,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,1,807,male,single
A12,42,A31,A41,9283,A61,A71,1,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,1,808,male,single
A12,15,A30,A40,1778,A61,A72,2,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,0,809,female,married/previously_married
A12,8,A32,A49,907,A61,A72,3,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,1,810,male,married/previously_married
A12,6,A32,A43,484,A61,A74,3,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,1,811,male,married/previously_married
A11,36,A34,A41,9629,A61,A74,4,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,0,812,male,single
A11,48,A32,A44,3051,A61,A73,3,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,0,813,male,single
A11,48,A32,A40,3931,A61,A74,4,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,0,814,male,single
A12,36,A33,A40,7432,A61,A73,2,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,1,815,female,married/previously_married
A14,6,A32,A44,1338,A63,A73,1,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,1,816,male,married/previously_married
A14,6,A34,A43,1554,A61,A74,1,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,1,817,female,married/previously_married
A11,36,A32,A410,15857,A61,A71,2,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,1,818,male,married/previously_married
A11,18,A32,A43,1345,A61,A73,4,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,0,819,male,married/previously_married
A14,12,A32,A40,1101,A61,A73,3,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,1,820,male,married/previously_married
A13,12,A32,A43,3016,A61,A73,3,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,1,821,male,married/previously_married
A11,36,A32,A42,2712,A61,A75,2,A101,2,A122,41,A141,A152,1,A173,2,A191,A201,0,822,male,single
A11,8,A34,A40,731,A61,A75,4,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,1,823,male,single
A14,18,A34,A42,3780,A61,A72,3,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1,824,male,married/previously_married
A11,21,A34,A40,1602,A61,A75,4,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,1,825,male,married/previously_married
A11,18,A34,A40,3966,A61,A75,1,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,0,826,female,married/previously_married
A14,18,A30,A49,4165,A61,A73,2,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,0,827,male,single
A11,36,A32,A41,8335,A65,A75,3,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,0,828,male,single
A12,48,A33,A49,6681,A65,A73,4,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,1,829,male,single
A14,24,A33,A49,2375,A63,A73,4,A101,2,A123,44,A143,A152,2,A173,2,A192,A201,1,830,male,single
A11,18,A32,A40,1216,A61,A72,4,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,0,831,female,married/previously_married
A11,45,A30,A49,11816,A61,A75,2,A101,4,A123,29,A143,A151,2,A173,1,A191,A201,0,832,male,single
A12,24,A32,A43,5084,A65,A75,2,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,1,833,female,married/previously_married
A13,15,A32,A43,2327,A61,A72,2,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,0,834,female,married/previously_married
A11,12,A30,A40,1082,A61,A73,4,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,0,835,male,single
A14,12,A32,A43,886,A65,A73,4,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,1,836,female,married/previously_married
A14,4,A32,A42,601,A61,A72,1,A101,3,A121,23,A143,A151,1,A172,2,A191,A201,1,837,female,married/previously_married
A11,24,A34,A41,2957,A61,A75,4,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,1,838,male,single
A14,24,A34,A43,2611,A61,A75,4,A102,3,A121,46,A143,A152,2,A173,1,A191,A201,1,839,male,married/previously_married
A11,36,A32,A42,5179,A61,A74,4,A101,2,A122,29,A143,A152,1,A173,1,A191,A201,0,840,male,single
A14,21,A33,A41,2993,A61,A73,3,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,1,841,male,single
A14,18,A32,A45,1943,A61,A72,4,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,0,842,female,married/previously_married
A14,24,A31,A49,1559,A61,A74,4,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,1,843,male,single
A14,18,A32,A42,3422,A61,A75,4,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,844,male,single
A12,21,A32,A42,3976,A65,A74,2,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,1,845,male,single
A14,18,A32,A40,6761,A65,A73,2,A101,4,A123,68,A143,A151,2,A173,1,A191,A201,0,846,male,single
A14,24,A32,A40,1249,A61,A72,4,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,1,847,male,married/previously_married
A11,9,A32,A43,1364,A61,A74,3,A101,4,A121,59,A143,A152,1,A173,1,A191,A201,1,848,male,single
A11,12,A32,A43,709,A61,A75,4,A101,4,A121,57,A142,A152,1,A172,1,A191,A201,0,849,male,single
A11,20,A34,A40,2235,A61,A73,4,A103,2,A122,33,A141,A151,2,A173,1,A191,A202,0,850,male,married/previously_married
A14,24,A34,A41,4042,A65,A74,3,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,1,851,male,single
A14,15,A34,A43,1471,A61,A73,4,A101,4,A124,35,A143,A153,2,A173,1,A192,A201,1,852,male,single
A11,18,A31,A40,1442,A61,A74,4,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,0,853,male,single
A14,36,A33,A40,10875,A61,A75,2,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,1,854,male,single
A14,24,A32,A40,1474,A62,A72,4,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,1,855,male,married/previously_married
A14,10,A32,A48,894,A65,A74,4,A101,3,A122,40,A143,A152,1,A173,1,A192,A201,1,856,female,married/previously_married
A14,15,A34,A42,3343,A61,A73,4,A101,2,A124,28,A143,A153,1,A173,1,A192,A201,1,857,male,single
A11,15,A32,A40,3959,A61,A73,3,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,0,858,female,married/previously_married
A14,9,A32,A40,3577,A62,A73,1,A103,2,A121,26,A143,A151,1,A173,2,A191,A202,1,859,male,single
A14,24,A34,A41,5804,A64,A73,4,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1,860,male,single
A14,18,A33,A49,2169,A61,A73,4,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,0,861,male,married/previously_married
A11,24,A32,A43,2439,A61,A72,4,A101,4,A121,35,A143,A152,1,A173,1,A192,A201,0,862,female,married/previously_married
A14,27,A34,A42,4526,A64,A72,4,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,1,863,male,single
A14,10,A32,A42,2210,A61,A73,2,A101,2,A121,25,A141,A151,1,A172,1,A191,A201,0,864,male,single
A14,15,A32,A42,2221,A63,A73,2,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,1,865,female,married/previously_married
A11,18,A32,A43,2389,A61,A72,4,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,1,866,female,married/previously_married
A14,12,A34,A42,3331,A61,A75,2,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,1,867,male,single
A14,36,A32,A49,7409,A65,A75,3,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,1,868,male,single
A11,12,A32,A42,652,A61,A75,4,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,1,869,female,married/previously_married
A14,36,A33,A42,7678,A63,A74,2,A101,4,A123,40,A143,A152,2,A173,1,A192,A201,1,870,female,married/previously_married
A13,6,A34,A40,1343,A61,A75,1,A101,4,A121,46,A143,A152,2,A173,2,A191,A202,1,871,male,single
A11,24,A34,A49,1382,A62,A74,4,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,1,872,male,single
A14,15,A32,A44,874,A65,A72,4,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,1,873,female,married/previously_married
A11,12,A32,A42,3590,A61,A73,2,A102,2,A122,29,A143,A152,1,A172,2,A191,A201,1,874,male,single
A12,11,A34,A40,1322,A64,A73,4,A101,4,A123,40,A143,A152,2,A173,1,A191,A201,1,875,female,married/previously_married
A11,18,A31,A43,1940,A61,A72,3,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,1,876,male,single
A14,36,A32,A43,3595,A61,A75,4,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1,877,male,single
A11,9,A32,A40,1422,A61,A72,3,A101,2,A124,27,A143,A153,1,A174,1,A192,A201,0,878,male,single
A14,30,A34,A43,6742,A65,A74,2,A101,3,A122,36,A143,A152,2,A173,1,A191,A201,1,879,male,single
A14,24,A32,A41,7814,A61,A74,3,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,1,880,male,single
A14,24,A32,A41,9277,A65,A73,2,A101,4,A124,48,A143,A153,1,A173,1,A192,A201,1,881,male,married/previously_married
A12,30,A34,A40,2181,A65,A75,4,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,1,882,male,single
A14,18,A34,A43,1098,A61,A71,4,A101,4,A123,65,A143,A152,2,A171,1,A191,A201,1,883,female,married/previously_married
A12,24,A32,A42,4057,A61,A74,3,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,0,884,male,married/previously_married
A11,12,A32,A46,795,A61,A72,4,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,0,885,female,married/previously_married
A12,24,A34,A49,2825,A65,A74,4,A101,3,A124,34,A143,A152,2,A173,2,A192,A201,1,886,male,single
A12,48,A32,A49,15672,A61,A73,2,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,0,887,male,single
A14,36,A34,A40,6614,A61,A75,4,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,1,888,male,single
A14,28,A31,A41,7824,A65,A72,3,A103,4,A121,40,A141,A151,2,A173,2,A192,A201,1,889,male,single
A11,27,A34,A49,2442,A61,A75,4,A101,4,A123,43,A142,A152,4,A174,2,A192,A201,1,890,male,single
A14,15,A34,A43,1829,A61,A75,4,A101,4,A123,46,A143,A152,2,A173,1,A192,A201,1,891,male,single
A11,12,A34,A40,2171,A61,A73,4,A101,4,A122,38,A141,A152,2,A172,1,A191,A202,1,892,male,single
A12,36,A34,A41,5800,A61,A73,3,A101,4,A123,34,A143,A152,2,A173,1,A192,A201,1,893,male,single
A14,18,A34,A43,1169,A65,A73,4,A101,3,A122,29,A143,A152,2,A173,1,A192,A201,1,894,male,single
A14,36,A33,A41,8947,A65,A74,3,A101,2,A123,31,A142,A152,1,A174,2,A192,A201,1,895,male,single
A11,21,A32,A43,2606,A61,A72,4,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,1,896,female,married/previously_married
A14,12,A34,A42,1592,A64,A74,3,A101,2,A122,35,A143,A152,1,A173,1,A191,A202,1,897,female,married/previously_married
A14,15,A32,A42,2186,A65,A74,1,A101,4,A121,33,A141,A151,1,A172,1,A191,A201,1,898,female,married/previously_married
A11,18,A32,A42,4153,A61,A73,2,A102,3,A123,42,A143,A152,1,A173,1,A191,A201,0,899,male,single
A11,16,A34,A40,2625,A61,A75,2,A103,4,A122,43,A141,A151,1,A173,1,A192,A201,0,900,male,single
A14,20,A34,A40,3485,A65,A72,2,A101,4,A121,44,A143,A152,2,A173,1,A192,A201,1,901,male,married/previously_married
A14,36,A34,A41,10477,A65,A75,2,A101,4,A124,42,A143,A153,2,A173,1,A191,A201,1,902,male,single
A14,15,A32,A43,1386,A65,A73,4,A101,2,A121,40,A143,A151,1,A173,1,A192,A201,1,903,male,married/previously_married
A14,24,A32,A43,1278,A61,A75,4,A101,1,A121,36,A143,A152,1,A174,1,A192,A201,1,904,male,single
A11,12,A32,A43,1107,A61,A73,2,A101,2,A121,20,A143,A151,1,A174,2,A192,A201,1,905,male,single
