id,V1_sex,V4_area_origin,V6_province,V8_age,V9_age_at_program_end,V11_criminal_record,V12_n_criminal_record,V13_n_crime_cat,V15_main_crime_cat,V16_violent_crime,V17_crime_classification,V19_committed_crime,V20_n_juvenile_records,V21_n_crime,V23_territory_of_execution,V24_finished_program,V26_finished_measure_grouped,V27_program_duration_cat,V28_days_from_crime_to_program,V29_program_duration,V115_RECID2015_recid,V10_date_of_birth_year,V10_date_of_birth_month,V22_main_crime_date_year,V22_main_crime_date_month,V30_program_start_year,V30_program_start_month,V31_program_end_month
1856,male,Spain,Barcelona,15,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,363.0,29,0,1994,1,2009,7,2010,7,8
1773,male,Spain,Girona,15,17,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Girona,Assessorament tècnic menors,ATM,<6 months,848.0,6,0,1993,1,2008,7,2010,11,11
1777,male,Spain,Girona,15,18,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Girona,Assessorament tècnic menors,ATM,<6 months,847.0,7,0,1992,10,2008,7,2010,11,11
1905,male,Spain,Girona,15,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Assessorament tècnic menors,ATM,<6 months,91.0,31,0,1994,10,2010,7,2010,10,11
1855,male,Spain,Girona,15,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Assessorament tècnic menors,ATM,<6 months,264.0,21,0,1993,12,2009,4,2009,12,1
661,male,Spain,Lleida,15,17,0,0,3+,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,3,Lleida,Prestacions en benefici de la comunitat,Community Service,<6 months,519.0,126,0,1992,11,2008,4,2009,9,1
2626,male,Spain,Barcelona,14,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,857.0,118,0,1993,5,2008,3,2010,7,11
2921,male,Spain,Barcelona,14,15,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,184.0,29,0,1995,4,2010,2,2010,8,9
3680,male,Spain,Barcelona,14,15,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Barcelona,Assessorament tècnic menors,ATM,<6 months,284.0,28,0,1995,9,2010,1,2010,10,11
3251,male,Spain,Barcelona,14,14,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,88.0,3,0,1996,4,2010,4,2010,7,7
3647,male,Spain,Barcelona,14,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,508.0,28,0,1993,7,2008,7,2009,12,1
138,female,Spain,Girona,15,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Realització de tasques socioeducatives,Other,<6 months,718.0,94,0,1992,8,2007,12,2009,12,3
1254,female,Spain,Lleida,15,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Permanència de cap de setmana en domicili,Other,<6 months,547.0,70,0,1992,10,2008,5,2009,10,1
1270,female,Spain,Lleida,14,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Permanència de cap de setmana en domicili,Other,<6 months,533.0,80,0,1993,9,2008,5,2009,10,1
275,female,Spain,Tarragona,15,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Mediació i reparació menors,MRM,<6 months,166.0,157,0,1994,1,2009,4,2009,10,3
283,female,Spain,Tarragona,14,15,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Mediació i reparació menors,MRM,<6 months,166.0,157,0,1994,5,2009,4,2009,10,3
2065,male,Europe,Barcelona,15,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,6 months < 1 year,195.0,182,0,1994,6,2009,12,2010,6,12
1316,male,Europe,Tarragona,15,15,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Assessorament tècnic menors,ATM,<6 months,148.0,9,0,1995,4,2010,6,2010,11,12
1324,male,Europe,Tarragona,14,15,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Assessorament tècnic menors,ATM,<6 months,148.0,2,0,1995,9,2010,6,2010,11,11
1565,male,Europe,Lleida,14,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Prestacions en benefici de la comunitat,Community Service,<6 months,670.0,62,0,1993,8,2008,7,2010,5,7
1578,male,Europe,Lleida,14,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Prestacions en benefici de la comunitat,Community Service,<6 months,722.0,128,0,1994,4,2008,7,2010,7,11
1583,male,Europe,Lleida,15,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Prestacions en benefici de la comunitat,Community Service,<6 months,635.0,107,0,1992,11,2008,7,2010,4,8
641,male,Maghreb,Lleida,15,16,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Lleida,Mediació i reparació menors,MRM,6 months < 1 year,145.0,279,0,1993,9,2009,3,2009,8,5
3276,male,Maghreb,Barcelona,14,15,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,137.0,86,0,1995,6,2010,5,2010,9,12
3285,male,Maghreb,Barcelona,15,15,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,116.0,106,0,1995,3,2010,5,2010,9,12
4253,male,Maghreb,Barcelona,15,15,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,62.0,13,0,1995,6,2010,10,2010,12,12
1469,male,Maghreb,Tarragona,14,14,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Assessorament tècnic menors,ATM,<6 months,99.0,18,0,1996,4,2010,8,2010,12,12
2725,male,Latin America,Barcelona,14,14,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,38.0,48,0,1995,9,2010,4,2010,5,7
2727,male,Latin America,Barcelona,14,14,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,38.0,48,0,1995,10,2010,4,2010,5,7
4289,male,Latin America,Barcelona,15,16,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Barcelona,Assessorament tècnic menors,ATM,<6 months,143.0,12,0,1994,10,2010,7,2010,12,12
117,male,Latin America,Barcelona,15,15,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,49.0,16,0,1994,5,2009,12,2010,1,2
124,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,83.0,123,0,1992,5,2009,11,2010,2,6
3480,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,79.0,76,0,1993,3,2010,6,2010,9,11
3801,male,Spain,Barcelona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,68.0,70,0,1994,7,2010,8,2010,10,12
179,male,Spain,Girona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Mediació i reparació menors,MRM,<6 months,78.0,21,0,1993,10,2009,11,2010,2,3
453,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Mediació i reparació menors,MRM,<6 months,70.0,57,0,1992,9,2009,12,2010,3,4
2885,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,288.0,144,0,1992,3,2009,8,2010,5,10
3060,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,117.0,27,0,1992,11,2010,3,2010,7,8
243,male,Spain,Barcelona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,82.0,59,0,1993,7,2009,12,2010,2,4
245,male,Spain,Tarragona,17,18,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Tarragona,Mediació i reparació menors,MRM,<6 months,18.0,41,0,1992,3,2010,2,2010,3,4
622,male,Spain,Lleida,17,18,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Lleida,Mediació i reparació menors,MRM,6 months < 1 year,241.0,195,1,1991,10,2008,12,2009,7,2
810,male,Spain,Lleida,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Mediació i reparació menors,MRM,<6 months,263.0,100,0,1992,12,2009,11,2010,8,11
1006,male,Spain,Tarragona,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Mediació i reparació menors,MRM,<6 months,87.0,132,0,1993,2,2009,8,2009,11,3
1127,male,Spain,Lleida,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Mediació i reparació menors,MRM,<6 months,125.0,54,0,1993,6,2009,8,2009,12,2
1260,male,Spain,Lleida,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Mediació i reparació menors,MRM,<6 months,110.0,14,0,1992,11,2010,8,2010,12,12
1384,male,Spain,Tarragona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Mediació i reparació menors,MRM,<6 months,74.0,71,0,1992,6,2009,11,2010,2,4
2320,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,151.0,71,0,1993,6,2010,9,2010,4,7
2424,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,75.0,146,0,1992,10,2010,2,2010,5,10
2427,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,75.0,146,0,1992,10,2010,2,2010,5,10
2440,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,41.0,78,0,1992,7,2010,3,2010,5,7
2441,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,41.0,79,0,1992,9,2010,3,2010,5,7
2443,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,41.0,78,0,1992,6,2010,3,2010,5,7
2823,male,Spain,Barcelona,17,18,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Barcelona,Mediació i reparació menors,MRM,6 months < 1 year,44.0,189,0,1992,11,2010,4,2010,6,12
3127,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,83.0,81,0,1992,11,2010,5,2010,8,10
3488,male,Spain,Barcelona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,43.0,122,0,1993,2,2009,8,2009,10,2
3502,male,Spain,Barcelona,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,6 months < 1 year,95.0,228,0,1993,3,2009,7,2009,10,6
3691,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,48.0,124,0,1992,7,2009,9,2009,10,3
3724,male,Spain,Barcelona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,48.0,124,0,1993,4,2009,9,2009,10,3
3743,male,Spain,Barcelona,16,17,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Barcelona,Mediació i reparació menors,MRM,<6 months,220.0,79,0,1992,10,2009,3,2009,11,1
3745,male,Spain,Barcelona,16,17,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Barcelona,Mediació i reparació menors,MRM,<6 months,223.0,76,0,1992,9,2009,3,2009,11,1
3758,male,Spain,Barcelona,16,17,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Barcelona,Mediació i reparació menors,MRM,<6 months,145.0,88,0,1992,7,2009,7,2009,11,2
3849,male,Spain,Barcelona,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,81.0,81,0,1992,12,2009,8,2009,11,1
3977,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,6 months < 1 year,101.0,181,0,1991,10,2009,8,2009,12,6
3747,male,Spain,Barcelona,17,18,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Barcelona,Mediació i reparació menors,MRM,<6 months,222.0,77,0,1991,5,2009,3,2009,11,1
3742,male,Spain,Barcelona,16,17,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Barcelona,Mediació i reparació menors,MRM,<6 months,223.0,76,0,1992,5,2009,3,2009,11,1
1012,male,Spain,Lleida,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Mediació i reparació menors,MRM,<6 months,37.0,137,0,1993,2,2009,9,2009,10,3
842,male,Spain,Lleida,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Mediació i reparació menors,MRM,6 months < 1 year,100.0,262,0,1992,4,2009,6,2009,9,6
3856,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,165.0,102,0,1991,9,2009,5,2009,11,2
3382,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,88.0,7,0,1992,9,2010,6,2010,9,9
1073,male,Spain,Tarragona,16,16,0,0,3+,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,4,Tarragona,Assessorament tècnic menors,ATM,<6 months,195.0,7,0,1994,1,2010,1,2010,8,8
2143,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,33.0,1,0,1993,1,2010,2,2010,3,3
4489,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,52.0,21,0,1992,1,2009,11,2010,1,2
3355,male,Spain,Barcelona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,94.0,7,0,1993,11,2010,6,2010,9,9
2271,male,Spain,Barcelona,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,332.0,29,0,1992,10,2009,6,2010,4,5
2382,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,51.0,20,0,1992,10,2010,3,2010,4,5
1972,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,74.0,21,0,1992,1,2010,1,2010,3,4
2292,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,131.0,27,0,1992,7,2010,1,2010,6,7
1998,male,Spain,Girona,17,19,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Realització de tasques socioeducatives,Other,6 months < 1 year,520.0,235,0,1990,12,2008,7,2009,12,8
4741,male,Spain,Barcelona,16,19,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,778.0,49,0,1991,9,2008,8,2010,9,11
185,male,Spain,Girona,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Prestacions en benefici de la comunitat,Community Service,<6 months,351.0,39,0,1993,5,2009,11,2010,11,12
667,male,Spain,Lleida,16,18,0,0,3+,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,3,Lleida,Prestacions en benefici de la comunitat,Community Service,<6 months,531.0,113,0,1991,9,2008,4,2009,10,1
668,male,Spain,Barcelona,17,19,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,459.0,168,0,1991,4,2008,11,2010,2,7
2629,male,Spain,Barcelona,17,19,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,866.0,47,0,1990,12,2008,3,2010,7,9
3132,male,Spain,Barcelona,17,19,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,548.0,79,0,1991,7,2009,3,2010,9,12
3135,male,Spain,Barcelona,17,19,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,527.0,125,0,1991,7,2009,3,2010,8,12
3527,male,Spain,Barcelona,16,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,635.0,105,0,1991,9,2008,5,2010,2,5
232,male,Spain,Tarragona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Prestacions en benefici de la comunitat,Community Service,<6 months,353.0,144,0,1991,11,2009,2,2010,1,6
968,male,Spain,Barcelona,17,21,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,1284.0,146,0,1989,5,2006,9,2010,3,8
1288,male,Spain,Tarragona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Assessorament tècnic menors,ATM,<6 months,133.0,0,0,1992,12,2010,7,2010,12,12
1292,male,Spain,Tarragona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Assessorament tècnic menors,ATM,<6 months,89.0,0,0,1993,4,2010,7,2010,10,10
3917,male,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,95.0,12,0,1993,8,2010,9,2010,12,12
3658,male,Spain,Barcelona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,71.0,18,0,1994,3,2010,7,2010,9,10
1519,male,Spain,Girona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Assessorament tècnic menors,ATM,<6 months,84.0,80,0,1993,12,2010,4,2010,7,9
2336,male,Spain,Barcelona,17,17,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Barcelona,Assessorament tècnic menors,ATM,<6 months,97.0,26,0,1992,10,2010,2,2010,6,6
233,male,Spain,Barcelona,16,16,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Barcelona,Assessorament tècnic menors,ATM,<6 months,266.0,25,0,1993,4,2009,5,2010,2,3
3665,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,508.0,28,0,1991,5,2008,7,2009,12,1
2926,male,Spain,Barcelona,17,17,0,0,3+,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,3,Barcelona,Assessorament tècnic menors,ATM,<6 months,59.0,27,0,1992,9,2010,5,2010,6,7
1425,male,Spain,Tarragona,16,16,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Tarragona,Assessorament tècnic menors,ATM,<6 months,37.0,37,0,1993,4,2009,11,2009,12,1
2963,male,Spain,Barcelona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,90.0,29,1,1993,10,2010,3,2010,6,7
302,female,Spain,Tarragona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Mediació i reparació menors,MRM,<6 months,67.0,8,0,1992,12,2010,9,2010,11,11
3980,female,Spain,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,6 months < 1 year,101.0,181,0,1992,8,2009,8,2009,12,6
4162,female,Spain,Barcelona,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,194.0,83,0,1992,8,2009,6,2009,12,3
4093,female,Spain,Barcelona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,89.0,3,0,1993,12,2010,8,2010,11,11
841,female,Spain,Girona,17,17,0,0,3+,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,4,Girona,Assessorament tècnic menors,ATM,<6 months,79.0,22,0,1993,2,2010,3,2010,5,6
954,male,Europe,Lleida,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Mediació i reparació menors,MRM,<6 months,60.0,173,0,1992,9,2009,8,2009,10,4
429,male,Europe,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,52.0,115,0,1992,1,2009,12,2010,2,6
1614,male,Europe,Lleida,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Mediació i reparació menors,MRM,>1 year,81.0,389,0,1992,4,2008,12,2009,2,3
935,male,Europe,Lleida,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Mediació i reparació menors,MRM,6 months < 1 year,68.0,223,0,1992,3,2009,8,2009,10,6
942,male,Europe,Lleida,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Mediació i reparació menors,MRM,6 months < 1 year,68.0,223,0,1991,9,2009,8,2009,10,6
2337,male,Europe,Barcelona,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,127.0,28,0,1993,4,2010,2,2010,6,7
1954,male,Europe,Girona,17,19,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,884.0,23,0,1990,3,2007,8,2010,1,2
32,male,Europe,Tarragona,16,18,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Tarragona,Prestacions en benefici de la comunitat,Community Service,<6 months,432.0,169,0,1992,4,2008,12,2010,2,7
497,female,Europe,Tarragona,16,17,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Tarragona,Assessorament tècnic menors,ATM,<6 months,58.0,0,0,1993,4,2010,3,2010,5,5
370,male,Maghreb,Tarragona,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Mediació i reparació menors,MRM,6 months < 1 year,105.0,301,0,1992,8,2009,2,2009,6,3
4548,male,Maghreb,Barcelona,17,18,0,0,3+,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,3,Barcelona,Assessorament tècnic menors,ATM,<6 months,51.0,26,0,1992,2,2009,12,2010,1,2
1612,male,Maghreb,Girona,16,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Assessorament tècnic menors,ATM,<6 months,69.0,37,0,1993,7,2010,6,2010,8,9
1878,male,Maghreb,Girona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Assessorament tècnic menors,ATM,<6 months,19.0,55,0,1993,12,2010,8,2010,9,11
700,male,Maghreb,Tarragona,16,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Realització de tasques socioeducatives,Other,<6 months,305.0,148,0,1992,6,2009,5,2010,3,8
702,male,Maghreb,Tarragona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Realització de tasques socioeducatives,Other,<6 months,304.0,105,0,1991,8,2009,5,2010,3,6
872,male,Maghreb,Lleida,16,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Prestacions en benefici de la comunitat,Community Service,<6 months,541.0,159,0,1991,6,2008,6,2009,12,5
107,male,Maghreb,Girona,16,18,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Girona,Prestacions en benefici de la comunitat,Community Service,<6 months,372.0,38,0,1992,2,2009,1,2010,1,2
767,male,Maghreb,Tarragona,16,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Assessorament tècnic menors,ATM,<6 months,97.0,7,0,1993,6,2010,2,2010,5,5
3239,male,Maghreb,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,51.0,28,0,1992,10,2010,5,2010,7,8
4348,male,Maghreb,Barcelona,17,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,132.0,7,0,1992,3,2009,9,2010,2,2
4718,male,Maghreb,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,116.0,27,1,1992,6,2010,5,2010,9,10
184,male,Maghreb,Tarragona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Assessorament tècnic menors,ATM,<6 months,229.0,12,1,1992,2,2010,1,2010,9,9
